Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	batch	biomaterial_provider	cell_subtype	cell_type	isolate	phenotype	sex	source_name	tissue	wellID	wellKey
AMPLICON		409	PRJNA203810	SAMN02183152	MIMARKS.survey	CSISP	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX288255	0	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC		2013-05-30	2	6	human gut metagenome	LS454	2013-06-04	SRR870450	SRS430914	SRP023463	176B_FE												
AMPLICON		414	PRJNA203810	SAMN02183153	MIGS/MIMS/MIMARKS.human-gut	CSISP	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX288256	0	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC		2013-05-30	1	3	human gut metagenome	LS454	2013-06-04	SRR870451	SRS430915	SRP023463	178B_FE												
AMPLICON		413	PRJNA203810	SAMN02183154	MIMARKS.survey	CSISP	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX288257	0	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC		2013-05-30	1	4	human gut metagenome	LS454	2013-06-04	SRR870452	SRS430916	SRP023463	179B_FE												
AMPLICON		407	PRJNA203810	SAMN02183157	MIMARKS.survey	CSISP	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX288260	0	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC		2013-05-30	2	6	human gut metagenome	LS454	2013-06-04	SRR870455	SRS430919	SRP023463	502A_FE												
AMPLICON		407	PRJNA203810	SAMN02183159	MIMARKS.survey	CSISP	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX288262	0	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC		2013-05-30	5	11	human gut metagenome	LS454	2013-06-04	SRR870457	SRS430921	SRP023463	504A_FE												
AMPLICON		415	PRJNA203810	SAMN02183161	MIMARKS.survey	CSISP	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX288264	0	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC		2013-05-30	1	3	human gut metagenome	LS454	2013-06-04	SRR870459	SRS430923	SRP023463	506A_FE												
AMPLICON		405	PRJNA203810	SAMN02183163	MIMARKS.survey	CSISP	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX288266	0	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC		2013-05-30	3	9	human gut metagenome	LS454	2013-06-04	SRR870461	SRS430925	SRP023463	508A_FE												
RNA-Seq		598	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX317050	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2013-07-04	6	19	gut metagenome	LS454	2016-12-23	SRR925380	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		600	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX318072	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2013-07-04	7	21	gut metagenome	LS454	2016-12-23	SRR926192	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		596	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX318073	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2013-07-04	6	19	gut metagenome	LS454	2016-12-23	SRR926193	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		598	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX318074	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2013-07-04	7	20	gut metagenome	LS454	2016-12-23	SRR926194	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		600	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX318077	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2013-07-04	6	19	gut metagenome	LS454	2016-12-23	SRR926196	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		604	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX318078	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2013-07-04	5	15	gut metagenome	LS454	2016-12-23	SRR926198	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		597	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX318079	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2013-07-04	6	19	gut metagenome	LS454	2016-12-23	SRR926199	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		600	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX318083	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2013-07-04	7	20	gut metagenome	LS454	2016-12-23	SRR926203	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		599	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX318087	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2013-07-04	6	19	gut metagenome	LS454	2016-12-23	SRR926207	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		603	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX318090	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2013-07-04	6	18	gut metagenome	LS454	2016-12-23	SRR926210	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		599	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX1052136	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2015-06-08	7	21	gut metagenome	LS454	2016-12-23	SRR2054715	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		594	PRJNA210238	SAMN02222211		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX1052137	0	454 GS FLX	SINGLE	RT-PCR	METAGENOMIC		2015-06-08	7	21	gut metagenome	LS454	2016-12-23	SRR2054716	SRS454502	SRP034624	Rattus norvegicus gut intestinal microbial 16S profile	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		562	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392934	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-18	10	23	gut metagenome	LS454	2019-05-16	SRR1053056	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		568	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392934	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-18	11	25	gut metagenome	LS454	2019-05-16	SRR1053090	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		572	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392934	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-18	10	23	gut metagenome	LS454	2019-05-16	SRR1053102	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		556	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392930	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-18	11	25	gut metagenome	LS454	2019-05-16	SRR1053137	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		565	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392930	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-18	11	24	gut metagenome	LS454	2019-05-16	SRR1053149	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		567	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392936	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-18	11	24	gut metagenome	LS454	2019-05-16	SRR1053219	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		560	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392936	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-18	10	22	gut metagenome	LS454	2019-05-16	SRR1053230	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		570	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392936	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-18	10	23	gut metagenome	LS454	2019-05-16	SRR1053240	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		561	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392935	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-19	10	23	gut metagenome	LS454	2019-05-16	SRR1055245	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		561	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392935	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-19	10	23	gut metagenome	LS454	2019-05-16	SRR1055246	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		556	PRJNA231749	SAMN02444797		PARTNER INSTITUTE FOR COMPUTATIONAL BIOLOGY,CAS	public	sff sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX392935	0	454 GS FLX+	SINGLE	RT-PCR	METAGENOMIC		2013-12-19	9	20	gut metagenome	LS454	2019-05-16	SRR1055247	SRS515891	SRP034535	bacterial microbiome	16 weeks		Christine Nardini			Rattus norvegicus						
RNA-Seq		100	PRJNA248651	SAMN02800357		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX553497	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-05-27	1605	1038	Rattus norvegicus	ILLUMINA	2017-01-03	SRR1299506	SRS620790	SRP042288	GSM1399211									muscle tissue from RA before therapy, replicate 1	Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA248651	SAMN02800358		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX553498	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-05-27	1542	981	Rattus norvegicus	ILLUMINA	2017-01-03	SRR1299507	SRS620791	SRP042288	GSM1399212									muscle tissue from RA before therapy, replicate 2	Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA248651	SAMN02800361		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX553499	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-05-27	1841	1169	Rattus norvegicus	ILLUMINA	2017-01-03	SRR1299508	SRS620792	SRP042288	GSM1399213									muscle tissue from RA AP treated after 1 hour, replicate 1	Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA248651	SAMN02800359		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX553500	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-05-27	1840	1166	Rattus norvegicus	ILLUMINA	2017-01-03	SRR1299509	SRS620793	SRP042288	GSM1399214									muscle tissue from RA AP treated after 1 hour, replicate 2	Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA248651	SAMN02800360		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX553501	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-05-27	2203	1389	Rattus norvegicus	ILLUMINA	2017-01-03	SRR1299510	SRS620794	SRP042288	GSM1399215									muscle tissue from RA PLA treated after 1 hour, replicate 1	Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA248651	SAMN02800366		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX553502	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-05-27	2047	1296	Rattus norvegicus	ILLUMINA	2017-01-03	SRR1299511	SRS620795	SRP042288	GSM1399216									muscle tissue from RA PLA treated after 1 hour, replicate 2	Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA248651	SAMN02800363		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX553503	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-05-27	1839	1164	Rattus norvegicus	ILLUMINA	2017-01-03	SRR1299512	SRS620796	SRP042288	GSM1399217									muscle tissue from RA AP treated after 34 days, replicate 1	Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA248651	SAMN02800362		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX553505	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-05-27	1749	1108	Rattus norvegicus	ILLUMINA	2017-01-03	SRR1299514	SRS620797	SRP042288	GSM1399219									muscle tissue from RA PLA treated after 34 days, replicate 1	Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA248651	SAMN02800365		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX553504	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-05-27	1559	994	Rattus norvegicus	ILLUMINA	2017-01-03	SRR1299513	SRS620798	SRP042288	GSM1399218									muscle tissue from RA AP treated after 34 days, replicate 2	Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA248651	SAMN02800364		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX553506	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-05-27	2013	1275	Rattus norvegicus	ILLUMINA	2017-01-03	SRR1299515	SRS620799	SRP042288	GSM1399220									muscle tissue from RA PLA treated after 34 days, replicate 2	Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854488		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595727	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	932	465	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391012	SRS636441	SRP043193	GSM1412027									Muscle tissue from RA before therapy, replicate 1	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854488		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595727	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	1271	669	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391013	SRS636441	SRP043193	GSM1412027									Muscle tissue from RA before therapy, replicate 1	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854489		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595728	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	690	412	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391014	SRS636442	SRP043193	GSM1412028									Muscle tissue from RA before therapy, replicate 2	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854489		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595728	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	1038	634	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391015	SRS636442	SRP043193	GSM1412028									Muscle tissue from RA before therapy, replicate 2	RAT Sub-epidermidis muscle tissue		
RNA-Seq		50	PRJNA252673	SAMN02854491		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595729	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	881	588	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391016	SRS636443	SRP043193	GSM1412029									Muscle tissue from AP after 1 hour therapy, replicate 1	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854495		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595730	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	642	374	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391017	SRS636444	SRP043193	GSM1412030									Muscle tissue from AP after 1 hour therapy, replicate 2	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854495		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595730	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	902	540	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391018	SRS636444	SRP043193	GSM1412030									Muscle tissue from AP after 1 hour therapy, replicate 2	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854494		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595731	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	891	496	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391019	SRS636445	SRP043193	GSM1412031									Muscle tissue from PLA after 1 hour therapy, replicate 1	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854494		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595731	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	1274	735	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391020	SRS636445	SRP043193	GSM1412031									Muscle tissue from PLA after 1 hour therapy, replicate 1	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854490		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595732	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	590	332	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391021	SRS636446	SRP043193	GSM1412032									Muscle tissue from PLA after 1 hour therapy, replicate 2	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854490		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595732	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	487	284	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391022	SRS636446	SRP043193	GSM1412032									Muscle tissue from PLA after 1 hour therapy, replicate 2	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854492		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595733	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	560	337	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391023	SRS636447	SRP043193	GSM1412033									Muscle tissue from AP after 34 days therapy, replicate 1	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854492		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595733	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	786	481	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391024	SRS636447	SRP043193	GSM1412033									Muscle tissue from AP after 34 days therapy, replicate 1	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854497		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595734	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	886	486	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391025	SRS636448	SRP043193	GSM1412034									Muscle tissue from AP after 34 days therapy, replicate 2	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854497		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595734	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	1088	616	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391026	SRS636448	SRP043193	GSM1412034									Muscle tissue from AP after 34 days therapy, replicate 2	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854493		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595735	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	746	392	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391027	SRS636449	SRP043193	GSM1412035									Muscle tissue from PLA after 34 days therapy, replicate 1	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854493		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595735	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	1016	558	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391028	SRS636449	SRP043193	GSM1412035									Muscle tissue from PLA after 34 days therapy, replicate 1	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854496		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595736	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	426	252	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391029	SRS636450	SRP043193	GSM1412036									Muscle tissue from PLA after 34 days therapy, replicate 2	RAT Sub-epidermidis muscle tissue		
RNA-Seq		100	PRJNA252673	SAMN02854496		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va			SRX595736	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2014-06-13	584	352	Rattus norvegicus	ILLUMINA	2016-12-23	SRR1391030	SRS636450	SRP043193	GSM1412036									Muscle tissue from PLA after 34 days therapy, replicate 2	RAT Sub-epidermidis muscle tissue		
