Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	biomaterial_provider	cell_type	disease_state	isolate	sex	source_name	tissue	Consent	Platform
AMPLICON		416	PRJNA385561	SAMN06894107	Human	INSERM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2786560	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC	PVAS_B	2017-05-05	159	111	Homo sapiens	2018-06-30	SRR5512590	SRS2168546	SRP106516	Sample_7	7	USP, Ribeiro Preto, Brazil			Baseline	male		PBMC	public	ILLUMINA
AMPLICON		413	PRJNA385561	SAMN06894108	Human	INSERM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2786561	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC	PVAS_180	2017-05-05	205	143	Homo sapiens	2018-06-30	SRR5512591	SRS2168547	SRP106516	Sample_8	8	USP, Ribeiro Preto, Brazil			Day 180	male		PBMC	public	ILLUMINA
AMPLICON		362	PRJNA385561	SAMN06894109	Human	INSERM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2786562	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC	PVAS_720	2017-05-05	200	139	Homo sapiens	2018-06-30	SRR5512592	SRS2168548	SRP106516	Sample_9	9	USP, Ribeiro Preto, Brazil			Day 720	male		PBMC	public	ILLUMINA
AMPLICON		415	PRJNA385561	SAMN06894110	Human	INSERM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2786563	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC	RAF_B	2017-05-05	164	114	Homo sapiens	2018-06-30	SRR5512593	SRS2168549	SRP106516	Sample_10	10	USP, Ribeiro Preto, Brazil			Baseline	male		PBMC	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229696		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915880	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1727	621	Homo sapiens	2017-08-11	SRR5680551	SRS2282105	SRP109118	GSM2667599							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229695		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915881	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1708	618	Homo sapiens	2017-08-11	SRR5680552	SRS2282106	SRP109118	GSM2667600							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229694		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915882	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1648	598	Homo sapiens	2017-08-11	SRR5680553	SRS2282107	SRP109118	GSM2667601							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229693		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915883	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1689	615	Homo sapiens	2017-08-11	SRR5680554	SRS2282108	SRP109118	GSM2667602							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229692		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915884	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1727	632	Homo sapiens	2017-08-11	SRR5680555	SRS2282109	SRP109118	GSM2667603							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229691		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915885	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1666	597	Homo sapiens	2017-08-11	SRR5680556	SRS2282110	SRP109118	GSM2667604							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229656		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915886	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1829	661	Homo sapiens	2017-08-11	SRR5680557	SRS2282111	SRP109118	GSM2667605							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229704		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915887	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1901	682	Homo sapiens	2017-08-11	SRR5680558	SRS2282112	SRP109118	GSM2667606							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229703		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915888	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1856	667	Homo sapiens	2017-08-11	SRR5680559	SRS2282113	SRP109118	GSM2667607							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229702		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915889	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1761	644	Homo sapiens	2017-08-11	SRR5680560	SRS2282114	SRP109118	GSM2667608							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229701		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915890	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1649	598	Homo sapiens	2017-08-11	SRR5680561	SRS2282115	SRP109118	GSM2667609							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229700		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915891	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1837	670	Homo sapiens	2017-08-11	SRR5680562	SRS2282117	SRP109118	GSM2667610							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229699		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915892	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1712	628	Homo sapiens	2017-08-11	SRR5680563	SRS2282118	SRP109118	GSM2667611							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229698		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915893	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1694	610	Homo sapiens	2017-08-11	SRR5680564	SRS2282119	SRP109118	GSM2667612							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229697		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915894	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1879	681	Homo sapiens	2017-08-11	SRR5680565	SRS2282120	SRP109118	GSM2667613							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229690		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915895	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1821	656	Homo sapiens	2017-08-11	SRR5680566	SRS2282121	SRP109118	GSM2667614							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229689		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915896	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1875	673	Homo sapiens	2017-08-11	SRR5680567	SRS2282122	SRP109118	GSM2667615							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229688		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915897	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1790	649	Homo sapiens	2017-08-11	SRR5680568	SRS2282123	SRP109118	GSM2667616							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229687		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915898	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1704	618	Homo sapiens	2017-08-11	SRR5680569	SRS2282124	SRP109118	GSM2667617							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229686		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915899	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1897	691	Homo sapiens	2017-08-11	SRR5680570	SRS2282125	SRP109118	GSM2667618							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229685		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915900	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1715	628	Homo sapiens	2017-08-11	SRR5680571	SRS2282126	SRP109118	GSM2667619							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229684		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915901	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1742	625	Homo sapiens	2017-08-11	SRR5680572	SRS2282127	SRP109118	GSM2667620							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229683		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915902	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1903	688	Homo sapiens	2017-08-11	SRR5680573	SRS2282128	SRP109118	GSM2667621							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229682		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915903	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	2000	719	Homo sapiens	2017-08-11	SRR5680574	SRS2282129	SRP109118	GSM2667622							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229681		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915904	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1890	677	Homo sapiens	2017-08-11	SRR5680575	SRS2282130	SRP109118	GSM2667623							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229680		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915905	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1879	678	Homo sapiens	2017-08-11	SRR5680576	SRS2282131	SRP109118	GSM2667624							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229679		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915906	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1733	626	Homo sapiens	2017-08-11	SRR5680577	SRS2282132	SRP109118	GSM2667625							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229678		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915907	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1704	619	Homo sapiens	2017-08-11	SRR5680578	SRS2282133	SRP109118	GSM2667626							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229677		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915908	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1739	634	Homo sapiens	2017-08-11	SRR5680579	SRS2282134	SRP109118	GSM2667627							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229676		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915909	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1812	648	Homo sapiens	2017-08-11	SRR5680580	SRS2282135	SRP109118	GSM2667628							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229675		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915910	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1945	699	Homo sapiens	2017-08-11	SRR5680581	SRS2282136	SRP109118	GSM2667629							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229674		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915911	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1949	698	Homo sapiens	2017-08-11	SRR5680582	SRS2282137	SRP109118	GSM2667630							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229672		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915913	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1773	641	Homo sapiens	2017-08-11	SRR5680584	SRS2282138	SRP109118	GSM2667632							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229673		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915912	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1831	656	Homo sapiens	2017-08-11	SRR5680583	SRS2282139	SRP109118	GSM2667631							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229671		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915914	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1775	642	Homo sapiens	2017-08-11	SRR5680585	SRS2282140	SRP109118	GSM2667633							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229670		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915915	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1728	628	Homo sapiens	2017-08-11	SRR5680586	SRS2282141	SRP109118	GSM2667634							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229669		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915916	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1710	624	Homo sapiens	2017-08-11	SRR5680587	SRS2282142	SRP109118	GSM2667635							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229668		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915917	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1705	610	Homo sapiens	2017-08-11	SRR5680588	SRS2282143	SRP109118	GSM2667636							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229667		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915918	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1821	656	Homo sapiens	2017-08-11	SRR5680589	SRS2282144	SRP109118	GSM2667637							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229666		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915919	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1905	683	Homo sapiens	2017-08-11	SRR5680590	SRS2282145	SRP109118	GSM2667638							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229665		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915920	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1820	654	Homo sapiens	2017-08-11	SRR5680591	SRS2282146	SRP109118	GSM2667639							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229664		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915921	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1765	640	Homo sapiens	2017-08-11	SRR5680592	SRS2282147	SRP109118	GSM2667640							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229662		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915923	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1742	633	Homo sapiens	2017-08-11	SRR5680594	SRS2282148	SRP109118	GSM2667642							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229663		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915922	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1659	601	Homo sapiens	2017-08-11	SRR5680593	SRS2282149	SRP109118	GSM2667641							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229661		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915924	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1714	626	Homo sapiens	2017-08-11	SRR5680595	SRS2282150	SRP109118	GSM2667643							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229660		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915925	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1749	626	Homo sapiens	2017-08-11	SRR5680596	SRS2282151	SRP109118	GSM2667644							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229659		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915926	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1854	668	Homo sapiens	2017-08-11	SRR5680597	SRS2282152	SRP109118	GSM2667645							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390302	SAMN07229658		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2915927	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-14	1912	685	Homo sapiens	2017-08-11	SRR5680598	SRS2282153	SRP109118	GSM2667646							fibroblast	fibroblast	public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256091		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933054	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1228	603	Mus musculus	2017-08-11	SRR5712620	SRS2295719	SRP109674	GSM2674667							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256090		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933055	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1278	632	Mus musculus	2017-08-11	SRR5712621	SRS2295720	SRP109674	GSM2674668							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256089		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933056	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1198	592	Mus musculus	2017-08-11	SRR5712622	SRS2295721	SRP109674	GSM2674669							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256088		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933057	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1217	602	Mus musculus	2017-08-11	SRR5712623	SRS2295722	SRP109674	GSM2674670							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256087		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933058	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1159	574	Mus musculus	2017-08-11	SRR5712624	SRS2295723	SRP109674	GSM2674671							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256086		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933059	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1133	553	Mus musculus	2017-08-11	SRR5712625	SRS2295724	SRP109674	GSM2674672							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256085		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933060	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1090	536	Mus musculus	2017-08-11	SRR5712626	SRS2295725	SRP109674	GSM2674673							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256084		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933061	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1220	599	Mus musculus	2017-08-11	SRR5712627	SRS2295726	SRP109674	GSM2674674							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256083		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933062	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1186	579	Mus musculus	2017-08-11	SRR5712628	SRS2295727	SRP109674	GSM2674675							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256082		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933063	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1476	730	Mus musculus	2017-08-11	SRR5712629	SRS2295728	SRP109674	GSM2674676							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256081		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933064	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1368	668	Mus musculus	2017-08-11	SRR5712630	SRS2295729	SRP109674	GSM2674677							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256080		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933065	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1244	614	Mus musculus	2017-08-11	SRR5712631	SRS2295730	SRP109674	GSM2674678							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256079		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933066	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1332	659	Mus musculus	2017-08-11	SRR5712632	SRS2295731	SRP109674	GSM2674679							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256078		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933067	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1243	610	Mus musculus	2017-08-11	SRR5712633	SRS2295732	SRP109674	GSM2674680							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256077		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933068	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1494	740	Mus musculus	2017-08-11	SRR5712634	SRS2295733	SRP109674	GSM2674681							Skin		public	ILLUMINA
RNA-Seq		99	PRJNA390999	SAMN07256076		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2933069	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2017-06-19	1436	704	Mus musculus	2017-08-11	SRR5712635	SRS2295734	SRP109674	GSM2674682							Skin		public	ILLUMINA
